Comment,Predicted Label
کیفیت غذا خوب زمان رسیدن زودتر چیزی نوشته غذا گرم من راضی بودم,0.0
there was no cheese in the sandwitch as advertised in the picture,0.0
امتیاز رستوران غذایی سفارش دادم همخوانی نداشت حد معمولی پایین باربیکیو سوخته بسیار خشک استیک معمولی هم بی کیفیت,1.0
کباب کاملا خام هستش ریختم دور,1.0
تنها نکته منفی بسته بندی نامناسب غذاست,0.0
چیز کیک تازه نبود بوی خوبی نداشت,1.0
توجه شیوع بیماری نصف کردن نارنج وجود دورچین غذا رعایت حداکثری بهداشت دور رعایت بهداشت کرونایی نه سخت نه گران,1.0
خوب فقط من بیشتر مزه طعم غذا زود رسیدن غذا برام مهمه یه خورده سعی کنین سرویس دادن رو تسریع کنین,0.0
هربار مینویسم تاریخ روز لبنیات ولی میشه تاریخ قدیمیه کاش ندارند نفرستند,0.0
باقالی پلو باماهی بسیار بسیار معمولی رو پایین مخصوصا روغنی ماهی میچکید ولی باز نخواستم غذا نمره منفی بدم اون زیتون پرورده واقعا بهم فشار اورد یه پک کوچولو توش ۶تا دونه زیتون ۶هزارتومن حساب کرد واقعا زور,1.0
قدری کلوچه سفت نمیشد خورد متاسفانه نتونستم بخورم تمام تودههایهای سفت شده شکر داخلش زیر دندون حس میشد یه کم احترام مشتری آنلاین لطفا,1.0
اولین سفارش من ب اسنپ فود غذای خوشمزه فوق العادهای بسته بندی شکیل مهمتر سرعت عمل خوبی تحویل غذا داشتید غذا کاملا داغ بی نهایت ازشما سپاسگذارم خسته نباشید,0.0
کل رستوران بسیار خوب تمیز عالی نوع خودش منطقه من واقعأ بار میگیرم راضی هستم منتها بار پاستا خوش نمک یه مقدار شور اذیت بشیم نبود هیچ عنوان فقط کمی خوش نمک من نپنیدم سپاس,0.0
فوق العاده مانده بد,1.0
چیز خوب فقط دستمال مرطوب شبیه عکس نبود امیدوارم کیفیتش مثل چیزی نظر داشتم باشه,0.0
اینکه سفارش کرده بودم تو توضیحات پیتزا گرم بیاد بازم سرد مچاله خرد قسمتی پیتزاها اصلا باگت توقع نداشتم,1.0
قارچها کاملا خمیرشده لهشده بودند پیک هم بنده فاکتور نداد چون بنده مأموریت هستم فاکتور نیاز دارم لطفا ارسال گردد,1.0
پاستا مثل همیشه عالی مرسی بابت وفای عهد عالی,0.0
اصلا ارزش خرید نداره,1.0
عالی تشکر ولی یه مقدار برشتهتر نونش دیگه حرف نداشت,0.0
مثل همیشه عالی فقط متاسفانه بسته بندی زباله زیادی تولید میشه ای کاش فکری بحالش میشد انقدر پلاستیک کارتن مصرف نشه,0.0
پیتزا کاملا سوخته,1.0
تاخیر تحویل اونم مدت بیشتر ۶۰ دقیقه چارهای جز ثبت ستاره بیتشر نمیزاره,0.0
حجم ساندویچها خیلی کم بودند ولی کیفیت عالی,0.0
فرستادن اشتباهی مارک برند سفارش,1.0
کالایی رو ندارید جاش جایگزینی شبیه کالای اول فقط قیمتشون یکیه ارسال نکنید دو بسته دستمال کاغذی من ارسال کردید کاربردی برام نداره,1.0
سلام حجم پیتزا نسبت خوب ولی ظاهر پیتزا کاملا عکسش تفاوت من پیتزا شیکاگو سفارش دادم روی پیتزا داخل عکس زیتون سیاه پیتزای اصلی خبری زیتون نبود کلا ظاهرش فرق,1.0
شیرینیها خوب تازه بودند متشکرم,0.0
محشر خیلی خوشمزه,0.0
یکم قارچ فلفل دلمه پیتزا گوشت قارچ سفت بیشتر باید پخته میشه درکل مثل همیشه خوشمزه,0.0
ب شدت موادش کم انگار نون یه لایه نازک پپرونی حیف پول واقعا,1.0
هم غذا موقع رسید هم گرم سالم رسیده حجم غذاها خوب سیب زمینی برشته خوش نمک پیتزا هم قیمتش عالی هم کیفیتش نون سیر هم خمیرش نازک هم طعم خوبی چرب نبود کلا راضی بودم ممنون مشتری مداریتون,0.0
هرچی کاهوی گنده گنده نه چندان سالم ریختن توی ظرف یه ذره مرغ مزه دار شده گوشه سالاد خوشمزه کم نسبت حجم سالاد اصلا نمیارزید اصلا فقط بسته بندی خوبی هم,1.0
نونها نرم خمیر شده بودن,1.0
حجم خیلی خیلی خیلی پاییییییین اگه بتونی پیتزا آمریکایی هم توی منو قرار بدید خوبه کیفیت عالی,0.0
قیمت پیک ۳۰۰۰ تومان شده نسبت ب هفته پیش ۵۰۰ تومان زیاد شده مسیر قیمت خیلی زیاده آش خوشمزه نبود قاشق بدون بسته بندی تو پلاستیک انداخته بودن فقط قیمت غذا مناسبه,1.0
ترش تره خیلی چرب جوجه مزه خاصی نداشت کل قابل قبول بسته بندی خیلی خوبی غذا کاملا گرم تحویل داده,1.0
بسیار عالی کیفیت موقع هم رسید دستتون درد نکنه,0.0
کمی تند ولی نظر کیفیت خوب فقط کمی تاخیر,0.0
غذا کاملا گرم دستمون رسید کیفیت غذا خیلی خوب زود هم رسید فقط حجمش نسبت قیمتش یه کمی کوچیک ولی مجموع راضی بودم,0.0
بسیار عالی تازه سریع دستم رسید دوستمو سوپرایز کردم پیک محترم زحمت کشید کیک رو سالم دستم رسوند خیلی ممنونم,0.0
سیب زمینی سرد یخچال مونده بخشهای خراب سیاه سیب زمینی قابل خوردن وجود باروژ انتظار نمیرفت پیتزا چیکن بیشترش نون مرغش کم طعم سیرش هم زیاد برگر مرغ کبابیش نسبت خوب لذیذ,1.0
عالی اگه همیشه تخفیف نظر گرفته عالیتر,0.0
توی توضیحات نوشته قارچ داره ولی قارچی ندیدیم,0.0
غذا سرد تاخیر زیاد,1.0
تازه نبود تنوع کم,0.0
همیشه پیتزاتون پر ملات زیاد وخوش مزس هم کمی هم کیفی حرف نداره پیتزا مخصوص دمتون گرم,0.0
کیک کج شده خامش جعبه مالیده طرفش شکسته,1.0
اسنپ فود فوق للعاده مخصوصا تخفیفی من نظر گرفته متاسفانه کیفیت غذا حد سلف سرویس دانشگاه ازاد هم پایینتر,1.0
یکی جنسای من کسر هیچ شمارهای تماس بگیرم خودشون مبلغ اون جتسی خط کشیدن ندارن رو هم عودت ندادن ممنون میشم پیگیری کنید,1.0
من بیبی اسفناج سفارش دادم اکثرش زرد گوجه فرنگیهای بسیار بی کیفیتی برام فرستاده بودن چندتاشون له شده بودن مناسفانه اصلا راضی نبودم,1.0
سلام پیتزا شدت سرد شده اصلا قابل خوردن نبود گرم کردن مجدد هم مزه پیتزا بین میبرد مدیریت باید خصوص تحویل غذا بیشتر کنترل نماید,1.0
غذاتون خیلی عالی خوشمزه گرم بسته بندی عالی ولی فقط نمیدونم چرا سفارش تحویل انقدر طولانیه هربار دیر رسوندن ولی باز من ترجیح میدم پارسی بگیرم حتی معطلی,0.0
غذاش خوش رنگ لاآب دوست داشتم ولی خب من توقعم یکم بیشتره جوجه خوبی ولی اون خفنها,0.0
کاملا سرد دریافت,1.0
افتضاح پول دور ریخته,1.0
ساندویچ اختلاف بدترین غذایی اسنپ فود گرفتم شایدم بدترین غذای عمرم ۲ دونه خیار شور ۱ کراکف ۳ نفر گشتیم اثری پنیر توش ندیدیم کراکف سوخته ۲ پر گوجه سس قارچ نداشت نون خیلی خیلی بیات خلاصه یه گاز زدم ریختم بیرون همشو معدتون ارزش قائل باشید خواهشا,1.0
میبایست قبل ارسال کلای جایگزین تایید بگیرند بجای دستمال کاغذی تنو ۲۵۰ برگ جلد نایلونی دستمال ۱۵۰ برگ دولای بیتای بیگیفیت جعبه مقوایی ارسال کردهاند دومی اولی ۵۰۰ تومان ارزانتر جای مابهالتفاوت ویفر ۵۰۰ تومانی رنگارنگ ارسال کردهاند هم اعتماد نکنیم رونقی ایجاد نمیشود,1.0
ایس پک ترکیده لطف کنید تماس بگیرید,1.0
متاسفانه ظروف حاوی غذا بوی فلز میداد پبش مشاهده نشده توجه اینکه بارها رستوران غذا سفارش داده بودیم همیشه راضی بودیم,1.0
نسبت دفعات پیش کیفیت پایینی برخوردار پیراشکی سوسیسی روغنی کهنه,1.0
بار دوم سفارش من اشتباه ارسال شده لیمو ترش کرفس تحویل داده نشده بار قبل هم جابجا ارسال,1.0
بسته بندی عالی کیفیت بسیار خوب خیلی راضی بودم,0.0
خسته نباشید پیک بموقع رسید,0.0
ارسال نا مناسب خراب شدن کیک,1.0
چیکن فیله بسیار خوشمزه فیله هاش تازه بودن طعم خوبی داشتن سبزیجاتش هم خوشمزه تازه نکته بسیار مثبتی دیدم وجود فودپارتی تخفیف ارائه کرده بودن کیفیت کمیت غذا کم نکرده بودن سس خیلی خوشمزهای هم همراه غذا ارسال میشه موقع ارسال موقع هم رسید,0.0
سلام متاسفانه باتوجه خرید بار اول فست فود دلیل پایین بودن کیفیت فکر میکنم دیگر هیچ وقت سفارش جدید فست فود نداده ازهمین یکبار پشیمان خواهم,1.0
سالاد شیرازی کمتر ارسال شده سفارش دو عدد سفارش فاکتور شده,1.0
خرید نان شیرینی روز یکی بهترین تجربههای خرید منه فرقی نداره خرید حضوری آنلاین دلتون نون شیرینی واقعا خوشمزه میخواد حتما یه سر روز بزنید من شخصه طرفدار گاتا کیک هویج اشترودلهای پنیرش هستم پیراشکیها دوناتهاش هم حرف ندارن هم دلتون میانوعدهی خیلی جذاب میخواد ساندویچهای جذابش رو تست کنید,0.0
کباب لقمه دلیل استفاده بیش اندازه فلفل تند طعم کباب اصلا قابل تشخیص نبود نظرم اسمش رو بذارید کباب اسپایسی برنج هم طعم برنج ایرانی نمیداد,1.0
کل ترشی ۵ عدد زیتون بقیه فلفل صورتی اسم محصول ترشی زیتون هالیپن کاملا پرداخت پول مقداری فلفل ناراضی ام,1.0
زمان تحویلشون خوب خوب ساندویچ رویال خوب ول پیتزا پنجره ایش اصلا خوب نبود هیچ طعمی نداشت مثل لاستیک سفت,0.0
نانها کاملا مونده غیرقابل خوردن کیفیت حد صفر,1.0
نون زیرش سوخته,1.0
کلام باید بگم رستوران انتخاب فوق العاده افتضاح جانب من من هیچوقت تجربه غذای بد شدت دل چرکین نشده بودم بعضی اوقات پیش اومده جای غذا بگیرم ولی بعدش پشیمون شده باشم ولی تجربههای بدم افتضاحتر غذا کاملا نامطلوب مواد غذایی فوق العاده بیکیفیت پنیر اندازه اینکه فقط کنارش رد کرده باشن زمانی زنده باشم دیگه سمت باروژ نمیرم مگر اینکه صد نفر بیان شهادت بدن متریال سرآشپزش عوض شده باشه عمرم پیتزا بدی نخورده بودم تامام,1.0
زمان انتظار زیاد قسمت نوشیدنی سوپ ماست انتخابی باشد عالی باسپاس بیکران,0.0
نظر من توجه تخفیف چهل درصدی لحاظ کرده فوق العاده کیفیت غذای خودش رو پایین آورده اصلا خوب همون بهتره طرح تخفیف برداشته بشه اگه قرار اتفاق بیفته,1.0
مرغ طعم دار بی مزه نبود سیب زمینی هم تازه خوب,1.0
ساندویچهای ویچ پر ملات خوب کمی بی مزه اندکی مزه دارتر بهتر هم میشد گرم کمتر نیم ساعت دستم رسید برخورد پیک هم بسیار خوب مؤدبانه سپاس اسنپ فود پیتزا هات یوسف آباد,0.0
بوکا مثل همیشه عالى مرسى بوکا,0.0
بسیار بسیار خوشمزه وعالی مثل همیشه جز رستورانهایی کیفیتش تغییر نمیکنه هم سیرش کافی اندازه خمیرش خیلی لذیذ دلچسب,0.0
املت نیمه سوخته,1.0
مورد پیتزا سبزیجات نظرم نخود سبز طعم خراب میکند بهتر حذف جای میتوان تکههای کوچک گوجه فرنگی بادمجان حد کم استفاده کرد,0.0
کباب وقتی رسید دستم سرد ولی خوشمزه,0.0
مثل دفعات قبل سریع دستم رسید ممنون,0.0
خیلی پر محتوا سنگین خوشمزه,0.0
نان خشک ران بسیار کوچک تقریبا سوخته عدم توجه توضیحات سفارش واقعا سفیر انتظار نمیرفت,1.0
کیفیت پیتزا پایین بدون مزه سرد,1.0
عالی ممنون ای بک,0.0
کیفیت طعم غذا خوب غذاها سرد دست من رسید همین علت نانها کمی بیات شده بودند,0.0
کلنل کریسپی عالی سیب زمینی اون خوبی فکر میکردم نبود اوکی,0.0
مرغ نپخته صورتی نونش بوی بد میداد کاهوهاش خیلی مونده قهوهای اصلا پلاک انتظار نداشتم,1.0
مثل همیشه باکیفیت وعالی فقط سبزی کم ولی خوب,0.0
خیلی پیتزا پپرونی لانجین خوشمزس ولی دفعه روی پیتزا فلفلهای کوچیک گذاشته بودین خیلی تند پیتزا هم تند کرده بیش اندازه,0.0
سس آلبالو رو ارسال نکردن شیک بدمزه مزه چیز میداد جز نوتلا حتی فرمند هم نریخت بودن,1.0
٢ ساعت تاخیر یخ کرده اشتباه ارسال,1.0
روغن سبوس برنج رو مارک دیگهای اختلاف قیمت هم فرستادن,1.0
الان سابقه نداشت انقدر اشتباه زحمت خوندن توضیحات رو اصلا خودشون نداده بودن چیزی ارسال کردن مورد درخواستی من نبود پیک هم قبل اینکه برسه زده تحویل بعد تازه زنگ زده آدرس میپرسه اصلا راضی نیستم,1.0
چیز مثل همیشه خوب اندازه,0.0
شیر آخرین روز استفاده عملا تاریخ انقضا ان تمام شده توصیحات هم ندشته بودم تاریخ روز باشد,1.0
غذا خوب کمی دیر رسید پیک بسیار بی ادب لطفا پیگیری کنید,0.0
دو مدل نون هم خمیر,1.0
مثل همیشه عالی خستهنباشید,0.0
پاستاش خیلی تند سسش خوشمزه نبود,0.0
اگه سیب زمینی قارچ پنیر پیتزاش بیشتر وقارچش درشتتر تو ظرف آلمینیومی خیلی بهتر میشد,0.0
هیچ گونه دورچینی نداشت اکبر جوجه بدون طعم,1.0
ساندویچ چیکن چیلی حرف نداشت ولی برعکس پیتزا بسیار بی مزه بد,1.0
بهترین پیتزای سیب گوشت قارچ بد شده وای حال بقیهاش سیب هم اوایل خوب الان بد شده,0.0
تاخیییییییییر بسیار زیاد فاصله ۵ دقیقهای ساعت چهل دقیقه طول کشید بیاد اونم بعد زنگ زدن پیگیری کردن خودم میدونستم قراره ساعت ۱۲ برسه امکاااان نداشت سفارش بدم راجع غذا هم بسته بندی اصلا مناسب حجم غذا نیس سیب زمینی خیلی کهنه سخاری اصلا ترد نبود خیس شده سالادم داغ شده روی غذا,1.0
کیفیت غذا مناسب فقط ۴۵ سالی همبرگر رو تو نون باگت نمیذارن,1.0
مرسی هدیه هندوانه,0.0
وای هیجان انگیز همیشه همینقدر تازه خوشمزه بمونه سالاداتون کاشکی,0.0
چیز برگر عالی ولی مرغ کاملا سرد کیفیت غذا بد,0.0
جدا کیفیت خوب کمتر ۱۰ دقیقه رسید دستم سفارش هم یه کارت میگیرن جمع بشه جایزه داره اینا هم خیلی خوبه,0.0
سالاد سبز نصف شده قیمت بالا رفته پیتزا سفارش دادم نه نون لواش خمیر شدت نازک مواد خیلی خیلی کم نسبت قبل کیفیت ۸۰ درصد افت داشته حداقل قیمت رو بالا میبرید کیفیت رو حفظ کنید,1.0
کاش بزنید برنجتون ایرانی مرغ آب پز بیمارستانی میدین,1.0
کباب واقعا داغ نون خوبی رسید طعمش هم خیلی خوب بال گرم نبود مزشم جالب نبود دستشون درد نکنه کل راضی هستم اسنپ اکسپرس هم خیلی فوری رسوند دمش گرم,0.0
مثل همیشه کیفیت عالی پیک اسنپ هم ممنونم بموقع رسید,0.0
تزیین روی شیرینی بهم ریخته میوههای روی شیرینی کیفیت پایینی برخوردار بودند,1.0
جنسی موجود رو بردارید باعث نشه سفارش ۴۰ دقیقه طول بکشه برسه,1.0
تاخیر بیش نیم ساعت ارسال سفارش,1.0
کیفیت غذا متوسط پایین کمی سرد شده,1.0
قسمت زیر گوشت تیره خیلی تعجب کردم همیشه گوشتاتون تازه دیر فهمیدم وگرنه پیگیری میکردم پس بفرستم,1.0
نسبت قیمت واقعاااااااااااااا حجم کمی,0.0
نظر من خوشمزهترین سالاده,0.0
مثل همیشه عالی خامه نون تازه تنوع مناسب زمان ارسال هم بهتر شده,0.0
سیب زمینی پنیر سفارش داده بودم سیب زمینی ساده ب من تحویل دادند حداقل کار ممکن اینه تفاوت قیمتش رو ب حسابم برگردونید,1.0
خیلی خوب منظم,0.0
من سیگار بهمن لایت سفارش دادم جاش اولترا اومده سفارش هیچ وجه درست,1.0
عالی خوش طعم اسنپ فوری اورد شاید دو دقیقه نشد رستوران خونه,0.0
قیمت کیفیت مناسب,0.0
سلام سریع خیلی تازه,0.0
من همیشه باروژ پیتزا میگرفتم همیشه هم پیتزا باروژ سفارش دادم ولی اصلا مثل همیشه نبود خیلی کیفتش اومده پایین,1.0
اندازهی ساندویچها خیلی نسبت گذشته کوچک شده قیمت بالا اندازهها تقریبا نصف قبل شده غذا بسیار سرد ساندویچ مخلوط تقریبا همان ساندویچ مرغ تکههای انگشت شمار گوشت پر سس اصلا قابل مقایسه قبل نبود بسیار ناراحت کننده,1.0
هم مونده هم بسیار بدمزه اصلا پیشنهاد نمیکنم,1.0
غذا گرم موقع رسید توضیحات ذکر شده تو سفارش هم عمل شده سپاس,0.0
خوب خوشمزه بکد خداییش نونشم یه دیت پخته چی عالی مشتی هستین,0.0
جالب خوب مرغ سوخاری تکنفره هم داشتن واقعا هم خوشمزه خوش کیفیت اینکه بدون هیچ مختلفاتی مثل سیب زمینی سالاد کلم نون توب ذوق میزد حداقل اندازهی یه نفره بهتره کامل سرو شه,0.0
چرا لوبیا پلو باید اینقدر تند باشه مگه غذای هندیه خیلی بد,1.0
پیتزای خانواده سفارش دادیم نظرم وقتی روی یه پیتزا اسم خانوداه میاد یعنی حداقل ۳ نفر رو باید سیر کنه دونفر بودیم سیر نشدیم اقلا تو منو بنویسید پیتزا متوسط نه خانواده,1.0
بسیار بد ضعیف تاخیر بسیار زیاد عدم پاسخگویی مورد ارسال اجناس اشتباهی,1.0
کیفیت غذا خیلی بد مرغ سوخاری شدت مونده,1.0
طعم کیفیت بسته بندی چیز رو پنیدم فقط نسبت سایز قیمت بالا لارج کاش یکم بزرگتر محسوب میشد سایز عادی,0.0
چرا کل سفارش مالیات ارزش افزوده اضافه میشه,0.0
کشک بادمجون بسیار بد همش موند من واقعا سفارشات اخیر خودم اسنپ فود راضی نیستم نه کد تخفیف میخوام نه هزینشو ولی رستورانا باید دقت بیشتری تو غذایی تحویل مشتری میدن داشته باشند,1.0
من دفعه راضی بودم ولی انبار کمی کیفیت پایینتر,0.0
بهترین فست فود اکباتان کیفیت ساندویچها فوق العادست,0.0
کیفیت غذا اصلا حد اسم پرپروک نبود خیلی خیلی خیلی بد,1.0
سلام خسته نباشید من پیتزای پپرونی سفارش دادم ولی کالباس پپرونی پیتزا استفاده نشده واز کالباس دیگری پیتزا استفاده شده,1.0
همیشه چی عالی رستوران هم ازون همیشه خوباس ولی امروز مرغ خیلیییییی شور,0.0
من سنگک سفارش دادم بری بری اومد برام جالبه,1.0
کیک تیرامیسو خوشمزه ولی کیک انگلیسی کمی سفت ولی کل راضی بودم انشاللهروز روز بهتر باشید,0.0
اگه تصاویر بصورت کامل باشه انتخاب بهتر میشه کرد مثال نان مخصوص اگه میدونستم خمیر پیتزا استفاده میشه انتخاب نمیکردم واقع حدسم نان جو شبیه اون بودش,0.0
غذا نسبتا خوب ولی قیمت انتظار بیشتر داشتم نظر کیفیت ولی ممنون رستوران شاهو اسنپ فود,0.0
دوستان عزیز پیشنهاد میکنم اصلا سراغ رستوران نرن سوخاری کاملا خام همبرگری اصلا مزه همبرگر نبود ارسال کردن,1.0
کوبیده هارو یکم کیفیتشون پایینه کامل پخته نشدن اگه کیفیت بیاد بالا بیشتر پخته بشن عالی میشه,0.0
خیلی ممنون توضیحات توجه میکنید,0.0
طعم مناسب ممنون زودفود,0.0
من سه رب پاکتی ارومآدا سفارش داده بودم جالبه جاش یه قوطی کوچک رب روژین دریافت کردم حتی زحمت ندادن قباش زنگ بزنن ازم بپرسم مایل تعویض هستم نه,1.0
ساندویچ گرند گوشتش اصطلاحن عمله خفه کن طعم ساندویچای کثیف تو نیلوفرو میداد انتظار یه غذای شیکو داشتم خیلی بیشتر حال کردم,1.0
غذا تاخیر زیاد رسید سرد شده نان برگر چیزبرگر تازه نبود شیرین,1.0
وجود دریافت سفارش دانمارکی زنگ زدند تغییر پیدا کرد,1.0
گوشت خورشت کاملا قرمز نپخته لکههای خون درش دیده میشد کل غذارو ریختم دور مجبور شدم جای دیگه غذای دیگه بگیرم,1.0
دیپ دیش ایز دلیش,0.0
جای سیب زمینی پنیر سیب زمینی ساده فرستاده بودن,1.0
پنیر پیتزای خام مواد موجود پیتزا شدت نپخته,1.0
کیفیت دونر خیلی پایین اومده گوشت دونر خالص سویا مخلوط شده,1.0
کاملا مشخصه فقط میخواید غذای مشتری رو بدید پول بگیرید سیب زمینی شل پلاسیده شده پیترا هم هییییچ چیز خاصی نداشت واقعا جالبه برام پول چیو میگیرید متاسفم خودم سفارش دادم البته زمان ارسال مناسب غذا هم گرم,1.0
من سفارش تخم مرغ روغن هم گفته بودم ولی نیاوردن,1.0
چندبار سفارشی داده بودم فوق العاده ولی بار مجبور شدم برخلاف میل باطنی بخاطر پخت نامناسب برنج امتیاز کم کنم امیدوارم همیشه کیفیت عالی باشید,0.0
متاسفانه محصولات درست ارسال نشده پیگیری اسنپ فود محدد ارسال ممنونم,0.0
نان کاملا بیات اینکه غذا زود رسید ولی کاملا سرد,1.0
ساندویچ کشک بادمجان عالی ولی بندری طعم معمولی ساندویچها هم گریل شده نان تازه ترد خیلی خوب شده,0.0
عالیییی خیلی خوشمزه واقعا راضی بودم,0.0
سفارش رو اشتباه آوردن بعد پیگیری من پیک اومد سفارش اشتباه رو برد دوباره بعد پیگیری من سفارش درست دستم رسید حدودا ۲ ساعت پروسه طول کشید شیرینی خوشمزه,1.0
بنده پیتزا پپرونی سفارش دادم بدون زیتون من پیتزا کالباس معمولی زیتون فرستادین واقعا خسته نباشید عکس هم فرستادم,1.0
واقعا خوب خوشمزه عالی ممنون,0.0
برنج خارجی نیم دونه کاملا بوی موندگی میداد خورشت هم گوشتش همینطور پیک هم بعد تاخیر زنگ زده میگه من ساعته پایین جلو درم بیا پایین غذاتو ببر,1.0
حجم مواد داخل ساندویچ خیلی کم نون مونده ساندویچ بندری مزهاش ترشی میزد اصلا راضی نبودم,1.0
کالای دریافتی عکس مغایرت ضمن مدل شیرینی نخودچی سفارش دادم دوتا نخودچی شکرریز ولی سه شکرریز فرستادید قیمت متفاوت هستن رسیدگی کنید لطفا,1.0
خدمات رسانی تازگی داره خیلی کند میشه من چون مشتری هستم رو بطور محسوس دارم مشاهده میکنم,0.0
مثل همیشه خیلی تازه عالی ممنون,0.0
قبلا سفارش داده بودم مرغ سرخ شده ولى سرى شکل دیگه اب مرغ ظرف نامناسب طورى کل آب مرغ غذا باز شده حالت جالبى نداشت کاملا خیس شده دور چین نداشت متاسفانه,1.0
حجم پیتزاها نرمال توجه اینکه قید شده بزرگ ولی طعمشون خوب قابل قبول حد معمول,0.0
تکههای مرغ بسیار نازک بودن,1.0
فکر میکردم بی کیفیت باشه توجه قیمت ولی عالی ممنونم,0.0
خوب اونایی میگن حجمش کمه فکر کنم واقعا گشنشون چون نتونستیم غذا کامل بخوریم,0.0
عالی کلا بوکا نمیشه ایراد گرفت,0.0
چیز عالی فقط قارچ معمولی دکمهای نبود ممنون بخاطر کیفیت خوبتون,0.0
بهترین خوشمزهترین غذا فست فودی بیف هاداگ شیلا بخصوص شعبه مطهری پربار پر ملات سرو میکنه عالی,0.0
چرا نون یخ حداقل دو سه ساعت پیش مونده میفرستین خونه مردم من سوپری خریده بودم نونش تازهتر بوده تو توضبحات هم تاکید گفتم نون مونده نفرستبن من هفت نون بیات چیکار کنم,1.0
بنده سفارش اسپرایت دادم چیزی تحویل گرفتم کوکاکولای رژیمی مشکل سومین باره تکرار میشه,1.0
طعم کباب خوب نبود,0.0
غذاها خیلی زود رسیدن کاملا یخ بدمزه بودن من درجا ریختمشون درو واقعا دیگه سفارش نمیدم,1.0
آب معدنی گرم فرستاده شده شیر هم تاریخ انقضاء فردا,1.0
جای کیک هویج من کیک ردولوت اوردن,1.0
یعنی خدا خیرشون بده عالی امیدوارم ادامه داشته باشه,0.0
من تو سفارشام شویدخشک سفارش دادم برام نعنا فرستاده بودن شوید اوردن نعنا رو گرفتن بردن ولی دیدم قیمت محصول فاکتور مغایرت داره شوید ۳۰۳۰تومنی رو ۳۳۰۰ فاکتور کردن ک دوتابسته تقریبا ۵۰۰ تومن مغایرت قیمت,1.0
نان ساندویچ تازه نبود تقریبا بیات,1.0
وااااقعا افتضاحترین قورمه سبزی ممکن رو تحویل دادید بشدت بیمزه ه آبکی نپخته فارغ نبودن گوشت تو ی خورشت اصلا نپخته واقعا واقعا بدترین حالت ممکن رو,1.0
واقعا خیلی مسخرست یه یه سفارش بیشتر دو ساعت طول بکشه دستم برسه تاکید میکنم ۲ ساعت,1.0
واقعا متاسفم من دبل برگر فوقالعاده عالی برگر لند رو سفارش دادم دبل برگر گرفتم ولی بی کیفیتترین پایینترین غذایی حالا خورده بودم چرا کلا هم سایز هم کیفیتش فرق,1.0
اینکه نوشته بودم حمل کیک دقت کنار کیک خراب شده کیفیت خود کیک هم خیلی معمولی,1.0
پرسنل محترم رستوران وقتی غذا تعداد بالا سفارش داده میشه حتما کیفیت بسته بندی مهمه غذا رو توی پلاستیک میذارن همیشه اکبر جوجه خوب بار مهمون داشتیم بو میداد مرغ,1.0
بهتر کیکهای حالا هیچ کجا ندیدم خداکنه همیشه کیکهاتون همینطورسالم باشن کیکها کم شیرین وکم چرب واقعا عالی وسالم بودن نه شیرینیش دلو میزنه ونه روغنش زیادیه قبلا ازبعضی جاها خیلیم طرفدار دارن کیک میگرفتم روغن ازش میچکید دمتون گرم عزیزم بینهایت ممنون,0.0
خوشمزه ولی متاسفانه سرد شده,0.0
دوتا شیر حساب کردیم یه شیر ارسال کردن,1.0
خوب ولی پیک بالا نیورد خسته اشکالی نداره باتشکر,0.0
مزه شیرینی خوب ولی احساس کردم تازه نبود,0.0
کل خوب ولی لازم اون مقدار خیلی زیاد پنیر رو روی لازانیا بریزید هم مجبور میشیم جدا کنیم هم هدر میره,0.0
عالی خیلی رستورانهای منطقه رو تست کردیم ولی واقعا وقتی بخوایم فست فود بخوریم انتخابمون هستید دمتون گرم کیفیت خوبی دارید ادویه هایی استفاده میکنید عالیه من خودم سرآشپزم,0.0
توجه بیماری کرونا رعایت بهداشت اعلام کردید اولا سس کنار پیتزا تو جعبه قرار بعد جعیه پیتزا بدون هیچ نایلونی حمل پیک هم بدون رعایت بهداشت ماسک دستکش بودند من الان چند هفته بخاطر همین رستوران غذا نمیگیرم امشب هم کارم پشیمان شدم,1.0
خیلی دیر رسید یخ کرده غذا طوری مجبور شدم توی تستر گرمش کنم من ساعت ۸ نیم سفارش دادم نزدیکای ساعت ۱۰ سفارشم رسید اصلا اشتهامو دست دادم,1.0
زمان رسیدن غذا برخورد مسئول تحویل غذا عالی متشکرم,0.0
من همیشه راضیم شیلا ساندویچ کراکفش رو هم جدید کشف کردم خیلی کرهس,0.0
پیتزا پپرونی عالی سس کم پیتزا میکس دارای کمی رطوبت تنوری نشده,0.0
آخه کجای دنیا صبحانه انگلیسی بدون لوبیا میدن,1.0
نان تافتون کنجد دار شفارش داده ولی نان تافتون ساده فرستادن,0.0
قاشق چنگال اینکه ثبت کرده بودیم نزاشته بودن اینکه کیفیت غذا اندازهی نمرهی اسنپ فود خوب نبود,0.0
پیتزا بیکن تخم مرغ وقتی دست رسیده کاملابهم ریخته مشخص درست حمل نشده,1.0
من اکثرا جوجه کباب اینجا سفارش میدم کیفیتش راضی هستم همیشه هم حداکثر نیم ساعت سفارشم میرسه,0.0
من کیک بارنیتا کاکائویی سفارش دادم پرتقالی شو فرستادن من پرتقالی متنفرم,1.0
